Date,SO2,CO,O3,NO2,PM10 (cap),PM2.5,temp,rain,ws,wd,BLH,Cr,Ni,Zn,As,Pb,Mn
2019-01-10 13,0.002,0.6,0.03,0.007,9,5,7.8,0,3.3,290,842.5415,0.57,0.05,10.2,0.47,1.31,1.32
2019-01-10 14,0.002,0.6,0.031,0.007,7,4,7.3,0,4.2,320,912.0261,0.69,0.24,13.47,0.39,1.81,2.79
2019-01-10 15,0.002040121,0.457542385,0.037160796,0.007752252,20.80102526,6,7.3,0,3.5,290,915.30786,0.83,0.1,11.95,0.11,2.4,2.37
2019-01-10 16,0.002152738,0.381884194,0.038467938,0.008664997,21.98705835,6,6.7,0,4.9,290,859.9922,0.73,0.18,15.6,0.68,2.14,2.85
2019-01-10 17,0.00224489,0.377913045,0.036886915,0.009645758,16.29167501,7,5.3,0,5.8,320,776.677,0.93,0.53,24.6,0.52,4.39,4.32
2019-01-10 18,0.002209001,0.485303555,0.032135663,0.008946842,28,10,4,0,2.6,320,689.1858,0.86,0.57,20.69,0.64,3.76,3.34
2019-01-10 19,0.002,0.5,0.025,0.01,31,14,3.8,0,5.8,290,583.27075,0.94,0.57,19.71,0.58,3.79,3.14
2019-01-10 20,0.002,0.5,0.025,0.009,15,12,3.5,0,4.6,340,576.2417,0.97,0.62,16.82,0.42,3.63,3.02
2019-01-10 21,0.002,0.5,0.025,0.008,12,11,3.4,0,3.5,320,545.3213,0.32,0.65,14.68,0.54,4.09,3.24
2019-01-10 22,0.002,0.5,0.021,0.011,17,16,2.3,0,1.9,320,505.3069,0.85,0.56,17.11,0.9,4.89,3.89
2019-01-10 23,0.002,0.5,0.02,0.012,18,16,1.6,0,2.4,320,468.6045,0.9,0.88,28.55,0.97,7.35,6.44
2019-01-11 00,0.003,0.6,0.013,0.022,39,15,1.6,0,2.4,340,431.15308,2.12,1.41,27.61,1.65,9.31,8.04
2019-01-11 01,0.002,0.5,0.023,0.008,21,20,1.4,0,4.3,340,386.9829,1.72,1.45,29.94,2.69,12.41,7.79
2019-01-11 02,0.002,0.5,0.022,0.009,27,24,1.2,0,2.4,360,343.97217,1.45,1.59,37.72,3.83,14.39,10.67
2019-01-11 03,0.002,0.6,0.021,0.009,31,29,0.5,0,2.4,360,304.85352,1.48,1.25,40.1,4.8,16.28,12.23
2019-01-11 04,0.002,0.6,0.021,0.009,35,32,0.5,0,2.9,320,275.89233,2.05,1.09,41.63,4.9,17.18,11.84
2019-01-11 05,0.002,0.6,0.021,0.009,38,30,0,0,3.5,340,245.81773,2.07,1.68,54.52,5.43,19.56,12.42
2019-01-11 06,0.002,0.6,0.02,0.009,40,35,-0.1,0,3.9,340,215.14993,1.14,1.26,55.91,5.53,22.32,13.62
2019-01-11 07,0.003,0.6,0.018,0.01,42,39,-0.3,0,2.7,320,165.92319,1.43,1.29,59.86,5.84,22.78,14.34
2019-01-11 08,0.003,0.6,0.017,0.011,47,34,0.2,0,3.2,320,163.269,1.93,1.11,67.45,5.59,24.14,15.84
2019-01-11 09,0.003,0.6,0.016,0.012,52,40,1,0,1.6,340,172.51567,1.95,1.3,71.94,5.39,24.64,20.59
2019-01-11 10,0.002,0.7,0.018,0.012,55,44,3.2,0,3.4,360,211.53192,3.49,1.53,81.16,5.33,26.13,53.26
2019-01-11 11,0.003,0.7,0.02,0.011,51,44,5.3,0,3.1,340,307.31323,3.16,1.88,82.02,5.08,25.08,53.16
2019-01-11 12,0.003,0.6,0.022,0.012,52,41,7.2,0,2.5,360,485.54297,3.47,1.82,80.14,4.89,25.51,66.21
2019-01-11 13,0.003,0.6,0.024,0.012,51,41,9.3,0,2.2,20,704.1887,3.02,1.83,63.58,4.45,20.75,56.91
2019-01-11 14,0.002,0.6,0.027,0.011,55,27,10.2,0,1.8,70,895.6238,1.78,0.69,42.1,3.32,16.18,21.74
2019-01-11 15,0.002,0.5,0.028,0.011,41,18,9.9,0,2.4,90,963.00586,1.66,0.63,34.57,3.01,12.74,13.78
2019-01-11 16,0.002,0.5,0.029,0.012,30,13,9.1,0,2.9,90,1043.2085,2.11,0.9,37.08,2.38,9.93,7.45
2019-01-11 17,0.002,0.5,0.024,0.016,29,12,8.6,0,1.3,70,520.7512,1.29,0.64,25.08,3.03,10.44,7.2
2019-01-11 18,0.002,0.5,0.021,0.018,31,19,7.7,0,1.8,340,271.34473,0.73,0.57,25.77,3.08,11.33,7.69
2019-01-11 19,0.002,0.5,0.024,0.014,37,17,7.1,0,1.8,340,114.06496,1.69,0.68,29.56,3.91,12.93,17.28
2019-01-11 20,0.002,0.5,0.024,0.013,29,22,6.8,0,2.3,340,129.71259,2.37,0.75,38.35,4.75,14.79,32.59
2019-01-11 21,0.002,0.5,0.024,0.012,30,21,6.3,0,1.3,340,166.39154,1.09,0.68,33.55,4.61,15.43,18.41
2019-01-11 22,0.002,0.5,0.018,0.017,35,17,6.3,0,2.3,320,243.22853,3.37,1.14,50.96,4.9,19.08,42.01
2019-01-11 23,0.002,0.6,0.013,0.02,36,22,5.5,0,0.8,20,234.33897,4.78,2.07,59.76,5.11,19.68,43.85
2019-01-12 00,0.002,0.6,0.02,0.011,41,24,5.3,0,0.7,290,170.76108,5.88,2.22,86.06,5.02,24.1,30.58
2019-01-12 01,0.003,0.6,0.018,0.014,43,27,5.6,0,1.1,320,143.84381,8.11,3.42,104.82,5.27,25.08,39.01
2019-01-12 02,0.003,0.6,0.018,0.014,42,26,5.1,0,1.6,70,56.219055,7.07,2.9,127.13,5.96,29.77,34.29
2019-01-12 03,0.003,0.7,0.015,0.015,38,29,5.2,0.2,3.6,320,52.220245,11.34,3.05,189.37,6.76,32.11,35.78
2019-01-12 04,0.004,0.8,0.017,0.014,41,32,5,0,3.1,340,86.64717,13.5,3.01,195.62,7.66,40.76,32.1
2019-01-12 05,0.003,0.8,0.02,0.011,38,29,4.5,0,3.1,340,110.25902,8.87,1.58,150.96,6.93,35.05,25.71
2019-01-12 06,0.002,0.7,0.02,0.011,29,34,4.3,3.2,3.4,320,136.68367,4.85,1.15,114.19,6.42,44.31,18.53
2019-01-12 07,0.002,0.6,0.021,0.011,29,30,4.2,0,2.2,340,173.77806,2.69,1.17,82.75,5.02,32.23,16.31
2019-01-12 08,0.002,0.5,0.021,0.01,30,20,4.3,0,2.8,340,251.2247,2.32,1.02,49.99,4.37,21.16,12.8
2019-01-12 09,0.002,0.5,0.022,0.01,25,19,4.4,2.4,2.6,340,325.58472,1.56,0.73,42.6,3.88,18.38,14.67
2019-01-12 10,0.002,0.5,0.022,0.011,21,10,4.6,0,2.9,340,343.8662,1.59,0.63,34.77,2.23,12.28,25.17
2019-01-12 11,0.002,0.5,0.021,0.011,18,12,4.9,0,2.9,340,330.3943,3.58,0.95,50.28,2.21,12.21,57.47
2019-01-12 12,0.002,0.5,0.022,0.011,15,16,5.2,1.1,3.7,340,304.37573,1.92,0.92,46.72,2.08,11.95,51.17
2019-01-12 13,0.002,0.5,0.023,0.01,14,14,5.4,0,3.4,340,356.83838,1.48,0.81,33.82,1.67,9.45,38.83
2019-01-12 14,0.002,0.5,0.022,0.01,21,11,5.2,0,3.7,340,428.34912,1.62,0.86,31.7,1.62,7.95,22.33
2019-01-12 15,0.002,0.5,0.022,0.011,16,12,5.2,0,2.4,340,485.8562,1.6,0.79,49.68,1.81,7.35,36.18
2019-01-12 16,0.002,0.5,0.021,0.011,15,14,5.2,0,2.7,340,502.04028,2.83,1.32,46.4,1.6,8.85,24.98
2019-01-12 17,0.002,0.5,0.02,0.011,15,12,5.1,0,3.2,340,492.58374,4.92,1.95,39.28,1.75,11.68,22.71
2019-01-12 18,0.002,0.5,0.021,0.012,16,14,4.8,0.2,3.3,340,465.88306,2.71,1.22,33.21,2.11,15.53,18.1
2019-01-12 19,0.002,0.5,0.021,0.012,19,22,4.8,0,3,340,416.44995,1.63,1.14,33.76,2.74,19.86,14.13
2019-01-12 20,0.002,0.5,0.019,0.013,23,28,4.5,0,2.1,20,405.0088,1.78,1.11,41.38,3.36,21.27,13.6
2019-01-12 21,0.002,0.5,0.019,0.013,29,26,4.6,0,1.9,360,400.75098,1.75,1.1,39.76,4.32,15.86,11.37
2019-01-12 22,0.002,0.5,0.02,0.011,31,37,4.7,0,1.6,340,412.6853,2.44,1.3,52.68,4.09,18.56,13.19
2019-01-12 23,0.002,0.5,0.02,0.011,34,38,4.7,0,2.9,340,398.04004,2.13,1.02,63.06,3.96,17.96,15.36
2019-01-13 00,0.002,0.7,0.03,0.011,67,49,4.5,0,1.1,340,364.82642,3.19,1.12,81.74,3.98,20.39,15.9
2019-01-13 01,0.002,0.6,0.02,0.011,50,59,4.6,0,2.3,340,342.48022,2.9,1.54,88.04,3.6,22.24,16.04
2019-01-13 02,0.002,0.6,0.019,0.012,59,77,4.5,0,2.2,340,343.71484,2.65,1.95,97.19,4.09,23.44,18.86
2019-01-13 03,0.003,0.7,0.018,0.013,82,93,3.5,0,1.5,320,344.97144,3.07,1.96,79.02,3.69,24.73,21.9
2019-01-13 04,0.003,0.7,0.016,0.015,96,94,3.1,0,2.7,320,330.6902,3.2,2.04,88.28,3.66,27.84,23.14
2019-01-13 05,0.003,0.8,0.014,0.017,106,105,3,0,2.7,340,320.66748,3.82,2.28,97.36,3.68,30.4,25.42
2019-01-13 06,0.003,0.8,0.013,0.017,112,101,2.2,0,1.3,320,334.3711,3.52,2.49,100.25,4.16,31.6,26.15
2019-01-13 07,0.003,0.8,0.014,0.016,113,97,2.2,0,1.6,320,270.03442,3.98,2.42,101.07,4.05,32.77,25.1
2019-01-13 08,0.003,0.8,0.015,0.015,103,92,2.2,0,2.5,320,267.6377,3.4,2.42,100.17,3.9,33.35,25.04
2019-01-13 09,0.003,0.8,0.015,0.016,99,90,3.1,0,2.1,340,303.14478,3.06,2.39,106.65,4.71,35.06,28.1
2019-01-13 10,0.003,0.8,0.016,0.016,96,90,3.9,0,1.8,340,394.0559,3.42,2.44,100.97,4.82,33.04,36.21
2019-01-13 11,0.003,0.8,0.018,0.016,96,88,4.6,0,2,360,523.07764,6.37,4.5,102.95,5.45,35.05,38.25
2019-01-13 12,0.003,0.8,0.024,0.015,95,79,6.9,0,3.4,340,654.0886,5.69,3.57,92.48,6.33,35.62,34.78
2019-01-13 13,0.003,0.7,0.03,0.013,84,68,8.4,0,2.6,340,741.37744,3.2,1.97,77.12,7.79,33.42,25.79
2019-01-13 14,0.003,0.7,0.033,0.012,76,59,9.6,0,3.5,20,835.8301,2.01,1.05,62.22,6.93,29.97,16.31
2019-01-13 15,0.002,0.6,0.036,0.011,65,45,9.8,0,3.9,360,932.1467,1.61,0.87,50.22,6.02,23.56,18.09
2019-01-13 16,0.002,0.6,0.037,0.011,47,47,9.7,0,2.7,360,939.6748,1.99,0.88,49.53,5.01,21.86,14.87
2019-01-13 17,0.002,0.6,0.037,0.011,51,47,8.9,0,1.7,340,410.57593,1.47,0.76,45.35,4.12,22.67,13.9
2019-01-13 18,0.002,0.7,0.033,0.012,47,45,7.5,0,1.8,340,229.18285,2.35,1.49,58.07,5.56,27.42,16.97
2019-01-13 19,0.003,0.7,0.03,0.013,52,60,6.5,0,2.3,340,189.77513,2.44,1.48,67.76,5.82,33.83,18.21
2019-01-13 20,0.003,0.7,0.029,0.014,71,68,5.5,0,2,320,198.6264,2.35,1.27,69.85,5.12,33.96,17.44
2019-01-13 21,0.003,0.7,0.029,0.013,74,71,4.9,0,2.5,320,195.60886,2.07,1.47,76.84,5.45,33.75,15.44
2019-01-13 22,0.003,0.7,0.028,0.013,77,68,4.5,0,2.8,340,155.9403,1.71,1.25,63.82,5.95,30.48,14.21
2019-01-13 23,0.002,0.7,0.027,0.014,75,60,4,0,1.9,340,133.35986,1.64,1.06,55.35,6.37,27.29,13.18
2019-01-14 00,0.003,0.7,0.008,0.03,54,54,4,0,2.8,340,131.74883,1.68,0.84,50.4,6.55,26.27,11.11
2019-01-14 01,0.002,0.7,0.031,0.01,58,52,3.4,0,2.6,340,126.10672,1.85,0.74,53.91,6.31,29.04,11.66
2019-01-14 02,0.002,0.7,0.031,0.01,60,71,3.5,0,3.3,340,118.32526,1.69,1.23,64.03,6.47,34.95,14.15
2019-01-14 03,0.002,0.8,0.03,0.011,72,78,3.2,0,2.9,320,115.550064,1.87,1.34,67.97,6.07,39.92,14.89
2019-01-14 04,0.003,0.8,0.03,0.011,85,90,2.7,0,3,320,108.34816,2.12,1.81,79.36,6.96,50.5,17.3
2019-01-14 05,0.003,0.8,0.029,0.011,93,87,2,0,3.1,320,106.377594,2.24,1.66,89.76,8.51,59.64,19.38
2019-01-14 06,0.003,0.8,0.027,0.012,100,92,1.8,0,2.9,340,102.22208,2.33,1.71,91.13,8.82,61.15,19.15
2019-01-14 07,0.003,0.8,0.023,0.015,97,91,2.1,0,3.1,360,88.52736,1.99,1.79,96.33,8.56,61.64,18.89
2019-01-14 08,0.003,0.9,0.02,0.017,104,90,1.8,0,3.2,340,93.07683,2.29,1.72,99.92,8.63,60.74,18.99
2019-01-14 09,0.003,0.9,0.019,0.019,102,91,3.8,0,2.1,360,112.36679,2.34,1.71,108.31,9.34,60.61,22.93
2019-01-14 10,0.003,0.9,0.02,0.021,103,91,5.5,0,1.8,20,152.64188,4.34,1.83,106.14,8.77,57.41,48.49
2019-01-14 11,0.003,0.9,0.024,0.019,107,88,7.2,0,2.3,360,223.41324,5.62,2.11,122.96,8.96,54.7,73.71
2019-01-14 12,0.003,0.8,0.028,0.017,109,85,9,0,1.8,360,379.1797,4.7,1.85,121.03,8.54,51.62,80.45
2019-01-14 13,0.004,0.8,0.029,0.018,97,71,10.5,0,2,20,723.3694,4.17,1.82,96.69,7.05,44.33,63.13
2019-01-14 14,0.003,0.7,0.032,0.017,85,57,10.6,0,1.8,90,930.4763,2.59,1.24,63.92,5.37,33.33,30.27
2019-01-14 15,0.002,0.6,0.034,0.014,63,27,11.6,0,1.4,90,1023.7988,1.43,0.72,39.26,3.93,19.14,19.23
2019-01-14 16,0.002,0.6,0.033,0.014,28,22,11.1,0,1.1,70,1045.6179,1.73,0.49,34.61,3.2,17.32,18.26
2019-01-14 17,0.003,0.5,0.026,0.023,20,17,9.7,0,1.9,140,226.43648,1.54,3.45,75.82,4.54,12.99,71.67
2019-01-14 18,0.004,0.6,0.019,0.03,31,20,8.5,0,1.4,360,183.14542,1.64,3.1,104.24,11.1,26.84,90.37
2019-01-14 19,0.003,0.6,0.018,0.026,34,38,7.9,0,2.1,290,89.00781,3.87,1.52,98.02,4.7,31.35,84.08
2019-01-14 20,0.003,0.7,0.013,0.028,46,33,6.9,0,1.5,360,116.35089,2.46,1.58,66.38,4.48,21.14,38.39
2019-01-14 21,0.003,0.6,0.012,0.029,52,37,6,0,1.4,360,132.69011,4.69,2.86,88.19,6.94,30.64,51.93
2019-01-14 22,0.003,0.7,0.013,0.026,44,45,4.6,0,1.7,320,131.19624,8.16,4.53,122.07,6.06,31.6,79.99
2019-01-14 23,0.003,0.7,0.009,0.029,53,45,4.5,0,1.4,320,108.20656,18.83,14.07,164.17,5.85,30.34,85.81
2019-01-15 00,0.003,0.8,0.027,0.009,71,43,3.7,0,1.7,340,100.00667,14.65,11.35,182.63,6.15,35.94,93.67
2019-01-15 01,0.004,0.7,0.015,0.021,54,49,3.1,0,1.8,340,93.632614,6.88,4.03,153.48,5.47,39.19,62.68
2019-01-15 02,0.003,0.7,0.022,0.017,48,49,3.2,0,1.7,340,94.92793,4.79,2.28,125.44,4.81,40,37.76
2019-01-15 03,0.003,0.8,0.027,0.014,64,66,2.7,0,1,340,95.09651,3.47,1.55,112.99,6.13,44.83,32.03
2019-01-15 04,0.003,0.8,0.026,0.014,76,71,2.6,0,1.1,340,111.1418,3.25,1.44,119.2,5.83,46.39,31.27
2019-01-15 05,0.003,0.8,0.023,0.015,87,67,2.9,0,2.8,360,186.01572,3.49,1.48,129.52,5.84,46.98,36.73
2019-01-15 06,0.004,0.9,0.025,0.016,86,90,3.9,0,2.4,340,473.22974,3.49,1.7,110.19,7.1,50.11,30.92
2019-01-15 07,0.004,1,0.032,0.013,107,95,4,0,1.8,320,226.40572,3.58,1.58,94.27,6.85,44.16,28.47
2019-01-15 08,0.003,1,0.031,0.011,111,94,3.7,0,2.8,340,229.11012,3.17,1.71,99.51,7.5,47.07,29.83
2019-01-15 09,0.003,1,0.031,0.012,109,101,4.5,0,2.8,320,681.8054,3.07,1.84,103.82,7.58,50.16,31.86
2019-01-15 10,0.003,1,0.032,0.011,118,102,5.6,0,2.5,290,976.6924,3.18,1.62,96.96,7.39,46.52,29.79
2019-01-15 11,0.003,1,0.032,0.011,109,84,6.2,0,3.3,340,908.6172,2.87,1.32,82.31,6.15,37.69,25.09
2019-01-15 12,0.003,0.8,0.034,0.01,91,58,7.6,0,3.3,320,933.6221,2.71,0.99,72.05,4.34,29.24,20.57
2019-01-15 13,0.003,0.8,0.035,0.011,69,56,8.2,0,2.3,320,980.64746,2.4,1.22,93.28,4.14,29.29,21.13
2019-01-15 14,0.003,0.8,0.035,0.011,68,59,8.9,0,2.1,320,1112.6113,2.4,1.28,98.58,4.29,30.34,22.42
2019-01-15 15,0.003,0.8,0.037,0.011,69,55,9.1,0,2.4,320,1425.2341,2.24,1.27,82.71,3.81,27.63,20.04
2019-01-15 16,0.003,0.8,0.038,0.011,65,53,8.1,0,3.4,320,1801.4355,2.21,1,75.17,3.68,27.5,20.62
2019-01-15 17,0.003,0.8,0.036,0.011,64,58,7.2,0,1.6,290,1684.0737,2.1,0.98,74.02,3.67,27.65,20.64
2019-01-15 18,0.003,0.8,0.032,0.014,68,57,6,0,1.3,320,1239.2253,2.53,1.1,72.37,4.21,28.14,20.99
2019-01-15 19,0.003,0.8,0.031,0.014,68,51,5.8,0,2.3,320,406.72266,2.39,1.17,56.92,3.78,24.85,19.31
2019-01-15 20,0.003,0.8,0.03,0.012,62,48,3.6,0,3.7,340,599.3684,2.46,1.52,57.92,4.25,25.26,23.99
2019-01-15 21,0.003,0.9,0.026,0.012,58,61,2.6,0,3.6,340,753.00684,2.57,1.63,72.18,5.44,31.87,31.06
2019-01-15 22,0.003,1,0.027,0.011,66,68,1.7,0,4.4,340,746.5017,2.08,1.29,80.37,7.13,41.17,25.1
2019-01-15 23,0.003,0.9,0.027,0.01,76,58,1.2,0,3.9,320,744.2263,2.31,0.92,74.36,7.73,39.85,21.72
2019-01-16 00,0.002,0.6,0.024,0.007,20,39,-0.7,0,3.5,360,750.5144,1.63,0.77,57.98,6.09,28.39,18.03
2019-01-16 01,0.002,0.6,0.025,0.008,59,21,-1.5,0,4.1,340,728.04517,1.07,0.31,29.83,1.49,10.82,9.08
2019-01-16 02,0.002,0.6,0.026,0.007,45,12,-2.1,0,4.1,320,658.7622,0.89,0.28,20.9,1.02,6.34,5.48
2019-01-16 03,0.002,0.5,0.027,0.006,39,10,-2.9,0,3.4,320,593.42847,0.73,0.18,20.69,0.74,5.25,4.11
2019-01-16 04,0.002,0.5,0.026,0.006,24,10,-3.7,0,4,340,538.9387,0.9,0.28,23.38,0.74,5.64,4.06
2019-01-16 05,0.002,0.5,0.024,0.006,29,10,-4.5,0,2.9,290,504.8191,0.92,0.35,25.4,0.82,7.98,4.84
2019-01-16 06,0.002,0.5,0.024,0.006,25,10,-4.7,0,4.7,340,478.05347,0.82,0.34,26.99,1.1,8.99,6.22
2019-01-16 07,0.002,0.6,0.022,0.007,26,12,-5,0,4.7,340,451.52002,0.8,0.35,33.18,1.83,10.11,7.84
2019-01-16 08,0.002,0.6,0.02,0.008,35,16,-5.1,0,2.9,340,398.85815,1.41,0.25,35.55,2.3,12.24,9.99
2019-01-16 09,0.002,0.6,0.019,0.009,44,16,-4.2,0,3.3,340,385.7954,1.57,0.52,40.78,2.64,12.29,19.89
2019-01-16 10,0.002,0.6,0.02,0.009,51,14,-2.4,0,3.1,340,408.2964,2.57,0.46,38.77,2.34,11.75,27.22
2019-01-16 11,0.002,0.6,0.022,0.009,48,13,-0.6,0,3.1,340,463.62158,2.26,0.63,36.52,2.19,10.03,20.09
2019-01-16 12,0.002,0.6,0.023,0.008,42,9,1.5,0,2.3,360,563.30396,1.54,0.61,35.67,1.69,10.51,18.85
2019-01-16 13,0.002,0.6,0.024,0.009,33,10,2.8,0,2.6,290,674.03687,1.36,0.41,32.96,1.83,8.09,10.34
2019-01-16 14,0.002,0.6,0.025,0.008,31,10,3.3,0,3.5,290,741.36035,1.08,0.4,25.95,1.73,6.09,4.61
2019-01-16 15,0.002,0.6,0.026,0.008,26,10,4,0,3.6,320,809.7029,1.15,0.36,22.67,1.61,5.07,4.48
2019-01-16 16,0.002,0.6,0.028,0.007,17,8,3.3,0,4.6,320,838.94775,1,0.33,18.92,1.74,4.96,3.42
2019-01-16 17,0.002,0.6,0.026,0.008,15,8,2.5,0,2.2,290,805.5281,0.94,0.19,20.6,1.92,5.55,4.24
2019-01-16 18,0.002,0.6,0.023,0.011,15,9,1.1,0,0.8,360,705.8867,1.06,0.18,19.85,1.88,5.87,4.83
2019-01-16 19,0.002,0.6,0.016,0.017,19,8,0.2,0,2,20,584.69946,1.18,0.26,21.35,2.11,5.85,4.89
2019-01-16 20,0.002,0.6,0.021,0.012,15,7,0.5,0,1.9,320,575.7212,0.76,0.17,20.13,2.63,6.55,4.39
2019-01-16 21,0.002,0.6,0.024,0.009,18,7,0.1,0,3.5,290,568.40137,0.92,0.22,21.24,3.12,6.65,4.12
2019-01-16 22,0.002,0.6,0.024,0.008,11,9,-0.6,0,3.6,320,563.6387,0.94,0.42,21.64,3.54,8.75,4.71
2019-01-16 23,0.002,0.6,0.024,0.008,16,15,-1.1,0,2.1,320,558.53296,0.66,0.56,25.49,3.47,11.16,6.44
2019-01-17 00,0.002,0.6,0.024,0.009,40,12,-1.1,0,3,340,567.5857,1.01,0.67,22.61,2.16,9.75,5.93
2019-01-17 01,0.002,0.6,0.025,0.007,21,12,-1.2,0,4,320,609.3452,0.92,0.52,20.32,1.05,8.11,5.1
2019-01-17 02,0.002,0.6,0.025,0.006,17,10,-1.1,0,1.9,320,626.78564,0.77,0.64,20.7,1.15,7.52,5.95
2019-01-17 03,0.002,0.6,0.024,0.007,15,11,-1.1,0,1.6,360,629.70386,1.07,0.7,19.65,1.19,7.12,5.68
2019-01-17 04,0.002,0.6,0.024,0.007,13,15,-0.4,0,2.6,340,648.2864,0.61,0.97,20.38,1.62,6.86,6.38
2019-01-17 05,0.002,0.6,0.024,0.007,19,16,-0.5,0,2.7,340,695.8081,0.98,0.95,20.66,1.52,6.12,6.06
2019-01-17 06,0.002,0.6,0.024,0.007,18,14,-0.1,0,3.9,320,741.3843,1.16,1.22,22.17,1.61,6.24,6.26
2019-01-17 07,0.002,0.6,0.023,0.008,21,14,0,0,4.1,320,665.4026,1.15,0.98,26.04,1.38,7,6.35
2019-01-17 08,0.002,0.6,0.023,0.009,23,16,0.3,0,3,340,727.0913,1.1,0.86,30.34,1.33,6.51,10.94
2019-01-17 09,0.002,0.6,0.024,0.008,28,14,1.5,0,3.7,320,820.0969,0.92,0.77,32.76,1.11,6.61,7.4
2019-01-17 10,0.002,0.6,0.025,0.008,26,16,2.9,0,3,320,870.3225,1.2,0.97,36.72,1.15,5.92,6.13
2019-01-17 11,0.002,0.6,0.026,0.007,26,12,3.9,0,3.1,320,883.99365,1.08,0.73,31.24,1.08,5.64,5.51
2019-01-17 12,0.001,0.5,0.029,0.008,26.28283468,19,5,0,4.4,290,923.7595,0.95,0.72,37.12,1.09,6.11,5.84
2019-01-17 13,0.002,0.5,0.029,0.008,22,14,5.7,0,4.2,320,975.5725,1.17,0.84,55.52,1.56,6.48,6.86
2019-01-17 14,0.002,0.5,0.029,0.009,22,17,6,0,4.7,320,1022.4011,1.75,1,75.25,1.66,7.31,8.62
2019-01-17 15,0.002,0.5,0.03,0.008,27,18,6,0,4.2,290,1036.9888,1.14,0.68,25.71,1.57,6.86,6.77
2019-01-17 16,0.002,0.5,0.03,0.008,21,15,5.3,0,4.8,320,985.95435,1.09,0.83,20.92,1.4,7.51,7.39
2019-01-17 17,0.002,0.5,0.028,0.008,22,14,4.8,0,3.8,320,895.9917,1.78,0.76,22.29,1.46,7.77,8.43
2019-01-17 18,0.002,0.5,0.027,0.009,22,18,4,0,4.6,320,807.2197,1.21,0.83,26.34,2.15,8.13,8.92
2019-01-17 19,0.002,0.5,0.027,0.009,25,19,3.7,0,3.7,320,724.0979,1.56,0.87,32.48,2.16,10.38,10.52
2019-01-17 20,0.002,0.5,0.026,0.009,30,24,3.3,0,4.1,320,634.9072,1.22,0.69,35.35,2.49,11.4,11.51
2019-01-17 21,0.002,0.6,0.026,0.009,33,21,2.9,0,3.9,320,564.7881,0.96,0.56,36.86,2.14,12.77,10.97
2019-01-17 22,0.003,0.6,0.026,0.009,34,20,2.8,0,3.9,320,509.84155,1.25,0.79,39.26,2.41,13.73,11.65
2019-01-17 23,0.002,0.6,0.024,0.009,34,25,1.8,0,3.5,340,464.64893,1.33,0.68,43.61,2.96,15.5,12.57
2019-01-18 00,0.003,0.7,0.023,0.013,54,30,1.3,0,3.8,340,432.02344,1.61,0.68,51.45,3.15,18.35,14
2019-01-18 01,0.003,0.6,0.023,0.009,38,28,0.8,0,3.1,340,427.47534,1.57,0.69,72.91,3.72,20.98,16.27
2019-01-18 02,0.003,0.6,0.023,0.009,37,26,0.2,0,3.2,340,438.01416,1.59,0.58,69.42,3.96,21.77,15.27
2019-01-18 03,0.003,0.6,0.023,0.009,33,21,0.5,0,4,340,435.84692,1.65,0.49,53.81,4.02,21.1,15.04
2019-01-18 04,0.003,0.6,0.024,0.008,32,20,0,0,3,340,426.96143,1.77,0.39,55.11,4.41,21.66,15.48
2019-01-18 05,0.003,0.6,0.023,0.01,29,15,-0.3,0,1.3,230,400.58545,1.51,0.39,45.06,4.04,16.85,12
2019-01-18 06,0.003,0.6,0.025,0.008,27,15,0.2,0,3.3,340,374.64526,1.67,0.45,39,4.04,14.63,11.11
2019-01-18 07,0.003,0.6,0.025,0.008,26,12,0.2,0,3.3,320,356.94775,1.03,0.29,31.91,4.15,13.25,8.94
2019-01-18 08,0.003,0.6,0.026,0.008,24,16,1.1,0,2,340,378.86572,1.04,0.45,40.56,4.49,13.68,9.92
2019-01-18 09,0.003,0.6,0.026,0.009,24,13,2.9,0,3.6,320,398.86694,0.52,0.28,39.53,4.01,14.25,10.68
2019-01-18 10,0.003,0.6,0.024,0.011,24,18,4.6,0,2.3,340,412.33936,1.44,0.46,45.81,3.58,14.97,20.3
2019-01-18 11,0.004,0.7,0.024,0.012,28,14,5.6,0,3,360,443.5376,1.44,0.62,43.51,3.26,14.35,15.66
2019-01-18 12,0.003,0.7,0.027,0.01,35,21,8.2,0,1.8,360,509.1775,1.78,0.67,48.6,3.19,15.38,24.15
2019-01-18 13,0.003,0.6,0.029,0.009,34,17,9.8,0,1.3,360,579.4949,1.31,0.35,37.45,2.64,12.64,11.63
2019-01-18 14,0.003,0.7,0.026,0.013,24,18,9.8,0,2.2,50,638.00415,1.16,0.5,35.89,2.46,11.6,9.03
2019-01-18 15,0.003,0.7,0.025,0.016,35,24,9.3,0,3,20,694.51245,2.79,0.8,62.03,3.18,15.25,30.51
2019-01-18 16,0.003,0.7,0.026,0.017,43,38,9.2,0,2.2,360,739.6968,4,1.3,78.2,3.22,19.73,40.6
2019-01-18 17,0.003,0.7,0.033717609,0.015934129,44,38,7.9,0,1.5,360,404.4939,4.24,1.62,94.41,3.89,24.71,44.96
2019-01-18 18,0.003,0.7,0.018,0.022,66.94040273,43,6.5,0,2.1,340,170.66208,5.13,1.74,96.84,4.2,24.09,58.22
2019-01-18 19,0.003,0.7,0.014,0.027,35.37230796,33,5,0,1.5,320,122.96007,3.45,1.47,77.38,3.28,19.49,50.97
